Title,Share Link,Download URL,Transcription JSON
Recording #27,https://go.screenpal.com/watch/c06ToTVExn4,https://screenpal.com/content/video/download/c06ToTVExn4,Recording__27_transcribed.json
Recording #27,https://go.screenpal.com/watch/c3jnFiVZagt,https://screenpal.com/content/video/download/c3jnFiVZagt,Recording__27_transcribed.json
Recording #270,https://go.screenpal.com/watch/c0Q108VCixB,https://screenpal.com/content/video/download/c0Q108VCixB,Recording__270_transcribed.json
Recording #271,https://go.screenpal.com/watch/c0QiceVCiyY,https://screenpal.com/content/video/download/c0QiceVCiyY,
Recording #272,https://go.screenpal.com/watch/c0QieVVCi7h,https://screenpal.com/content/video/download/c0QieVVCi7h,
Recording #273,https://go.screenpal.com/watch/c0QibUVC6fK,https://screenpal.com/content/video/download/c0QibUVC6fK,
Recording #274,https://go.screenpal.com/watch/c0QQFtVCoIT,https://screenpal.com/content/video/download/c0QQFtVCoIT,Recording__274_transcribed.json
Recording #275,https://go.screenpal.com/watch/c0QXl0VCFC8,https://screenpal.com/content/video/download/c0QXl0VCFC8,Recording__275_transcribed.json
Recording #276,https://go.screenpal.com/watch/c0QXolVCqFT,https://screenpal.com/content/video/download/c0QXolVCqFT,Recording__276_transcribed.json
Recording #277,https://go.screenpal.com/watch/c0QXoFVCqYV,https://screenpal.com/content/video/download/c0QXoFVCqYV,Recording__277_transcribed.json
Recording #278,https://go.screenpal.com/watch/c0QXoRVCqU3,https://screenpal.com/content/video/download/c0QXoRVCqU3,Recording__278_transcribed.json
Recording #279,https://go.screenpal.com/watch/c0QXYzVCY3k,https://screenpal.com/content/video/download/c0QXYzVCY3k,Recording__279_transcribed.json
Recording #28,https://go.screenpal.com/watch/c0lYfmVHl6M,https://screenpal.com/content/video/download/c0lYfmVHl6M,Recording__28_transcribed.json
Recording #28,https://go.screenpal.com/watch/c06OIrVEaC2,https://screenpal.com/content/video/download/c06OIrVEaC2,Recording__28_transcribed.json
Recording #28,https://go.screenpal.com/watch/c3jnF2VZakU,https://screenpal.com/content/video/download/c3jnF2VZakU,Recording__28_transcribed.json
Recording #281,https://go.screenpal.com/watch/c0QlVaVCrcf,https://screenpal.com/content/video/download/c0QlVaVCrcf,
Recording #282,https://go.screenpal.com/watch/c0QlIPVC3Ri,https://screenpal.com/content/video/download/c0QlIPVC3Ri,
Recording #283,https://go.screenpal.com/watch/c0QlY4VCZFO,https://screenpal.com/content/video/download/c0QlY4VCZFO,Recording__283_transcribed.json
Recording #283,https://go.screenpal.com/watch/c0QlY0VCZDZ,https://screenpal.com/content/video/download/c0QlY0VCZDZ,Recording__283_transcribed.json
Recording #285,https://go.screenpal.com/watch/c0Qoc8VCxpz,https://screenpal.com/content/video/download/c0Qoc8VCxpz,Recording__285_transcribed.json
Recording #286,https://go.screenpal.com/watch/c0QoIbVC4TN,https://screenpal.com/content/video/download/c0QoIbVC4TN,Recording__286_transcribed.json
Recording #288,https://go.screenpal.com/watch/c0QFXmVCkiQ,https://screenpal.com/content/video/download/c0QFXmVCkiQ,Recording__288_transcribed.json
Recording #289,https://go.screenpal.com/watch/c0QFohVCkdD,https://screenpal.com/content/video/download/c0QFohVCkdD,Recording__289_transcribed.json
Recording #29,https://go.screenpal.com/watch/cZnUbeVKv9R,https://screenpal.com/content/video/download/cZnUbeVKv9R,Recording__29_transcribed.json
Recording #29,https://go.screenpal.com/watch/c0l3rjVHYOP,https://screenpal.com/content/video/download/c0l3rjVHYOP,Recording__29_transcribed.json
Recording #290,https://go.screenpal.com/watch/c0QFbDVCpok,https://screenpal.com/content/video/download/c0QFbDVCpok,Recording__290_transcribed.json
Recording #291,https://go.screenpal.com/watch/c0QFrcVCpWX,https://screenpal.com/content/video/download/c0QFrcVCpWX,
Recording #292,https://go.screenpal.com/watch/c0QqDeVCELj,https://screenpal.com/content/video/download/c0QqDeVCELj,Recording__292_transcribed.json
Recording #293,https://go.screenpal.com/watch/c0QqbNVCGoy,https://screenpal.com/content/video/download/c0QqbNVCGoy,Recording__293_transcribed.json
Recording #294,https://go.screenpal.com/watch/c0QqqsVCGgX,https://screenpal.com/content/video/download/c0QqqsVCGgX,Recording__294_transcribed.json
Recording #296,https://go.screenpal.com/watch/c0Qr2xVCsZ8,https://screenpal.com/content/video/download/c0Qr2xVCsZ8,Recording__296_transcribed.json
Recording #297,https://go.screenpal.com/watch/c0QroMVCs5t,https://screenpal.com/content/video/download/c0QroMVCs5t,Recording__297_transcribed.json
Recording #298,https://go.screenpal.com/watch/c0QrD4VCssK,https://screenpal.com/content/video/download/c0QrD4VCssK,Recording__298_transcribed.json
Recording #299,https://go.screenpal.com/watch/c0QrDsVCs8Y,https://screenpal.com/content/video/download/c0QrDsVCs8Y,Recording__299_transcribed.json
Recording #3,https://go.screenpal.com/watch/cZjQYfV9blV,https://screenpal.com/content/video/download/cZjQYfV9blV,Recording__3_transcribed.json
Recording #3,https://go.screenpal.com/watch/c06no5V53iP,https://screenpal.com/content/video/download/c06no5V53iP,Recording__3_transcribed.json
Recording #30,https://go.screenpal.com/watch/cTiQnDnlwUV,https://screenpal.com/content/video/download/cTiQnDnlwUV,
Recording #30,https://go.screenpal.com/watch/cZVlnAVJVR9,https://screenpal.com/content/video/download/cZVlnAVJVR9,
Recording #30,https://go.screenpal.com/watch/c06OI8VEa7i,https://screenpal.com/content/video/download/c06OI8VEa7i,
Recording #300,https://go.screenpal.com/watch/c0QrYfVCMwc,https://screenpal.com/content/video/download/c0QrYfVCMwc,Recording__300_transcribed.json
Recording #301,https://go.screenpal.com/watch/c0Q3DrVC8xN,https://screenpal.com/content/video/download/c0Q3DrVC8xN,
Recording #302,https://go.screenpal.com/watch/c0Q3q7VCPhx,https://screenpal.com/content/video/download/c0Q3q7VCPhx,
Recording #304,https://go.screenpal.com/watch/c0QTo7V5cpi,https://screenpal.com/content/video/download/c0QTo7V5cpi,Recording__304_transcribed.json
Recording #306,https://go.screenpal.com/watch/c0QTDFV5cHn,https://screenpal.com/content/video/download/c0QTDFV5cHn,Recording__306_transcribed.json
Recording #307,https://go.screenpal.com/watch/c0QTb3V5cWh,https://screenpal.com/content/video/download/c0QTb3V5cWh,Recording__307_transcribed.json
Recording #308,https://go.screenpal.com/watch/c0QTF3V5VXn,https://screenpal.com/content/video/download/c0QTF3V5VXn,Recording__308_transcribed.json
Recording #309,https://go.screenpal.com/watch/c0QODTV5fKD,https://screenpal.com/content/video/download/c0QODTV5fKD,Recording__309_transcribed.json
Recording #31,https://go.screenpal.com/watch/cTiDcAnl7J8,https://screenpal.com/content/video/download/cTiDcAnl7J8,Recording__3 (1)_transcribed.json
Recording #31,https://go.screenpal.com/watch/cZnUbXVKvSm,https://screenpal.com/content/video/download/cZnUbXVKvSm,Recording__3 (1)_transcribed.json
Recording #31,https://go.screenpal.com/watch/cZVb1nVJoaz,https://screenpal.com/content/video/download/cZVb1nVJoaz,Recording__3 (1)_transcribed.json
Recording #31,https://go.screenpal.com/watch/c06OopVEz2M,https://screenpal.com/content/video/download/c06OopVEz2M,Recording__3 (1)_transcribed.json
Recording #310,https://go.screenpal.com/watch/c0QO0ZV5hWy,https://screenpal.com/content/video/download/c0QO0ZV5hWy,Recording__310_transcribed.json
Recording #311,https://go.screenpal.com/watch/c0QO0AV51Vj,https://screenpal.com/content/video/download/c0QO0AV51Vj,
Recording #313,https://go.screenpal.com/watch/c0QunNV56yW,https://screenpal.com/content/video/download/c0QunNV56yW,
Recording #314,https://go.screenpal.com/watch/c0Qu2nV5lqK,https://screenpal.com/content/video/download/c0Qu2nV5lqK,Recording__314_transcribed.json
Recording #315,https://go.screenpal.com/watch/c0QuDeV5lmt,https://screenpal.com/content/video/download/c0QuDeV5lmt,Recording__315_transcribed.json
Recording #316,https://go.screenpal.com/watch/c0QUcsV52fp,https://screenpal.com/content/video/download/c0QUcsV52fp,Recording__316_transcribed.json
Recording #317,https://go.screenpal.com/watch/c0QU2CV5Df4,https://screenpal.com/content/video/download/c0QU2CV5Df4,Recording__317_transcribed.json
Recording #318,https://go.screenpal.com/watch/c0XrI0VGKq7,https://screenpal.com/content/video/download/c0XrI0VGKq7,Recording__318_transcribed.json
Recording #319,https://go.screenpal.com/watch/c0XrIxVGKrv,https://screenpal.com/content/video/download/c0XrIxVGKrv,Recording__319_transcribed.json
Recording #32,https://go.screenpal.com/watch/cTiDcpnl7dl,https://screenpal.com/content/video/download/cTiDcpnl7dl,
Recording #32,https://go.screenpal.com/watch/cZh1D3VMKKl,https://screenpal.com/content/video/download/cZh1D3VMKKl,
Recording #32,https://go.screenpal.com/watch/cZn1inVdDZb,https://screenpal.com/content/video/download/cZn1inVdDZb,
Recording #32,https://go.screenpal.com/watch/c0XVeBVE7Lx,https://screenpal.com/content/video/download/c0XVeBVE7Lx,
Recording #323,https://go.screenpal.com/watch/c0X3bpVGLRY,https://screenpal.com/content/video/download/c0X3bpVGLRY,
Recording #324,https://go.screenpal.com/watch/c0X3b7VGLSM,https://screenpal.com/content/video/download/c0X3b7VGLSM,Recording__324_transcribed.json
Recording #325,https://go.screenpal.com/watch/c0X02NVG9ls,https://screenpal.com/content/video/download/c0X02NVG9ls,Recording__325_transcribed.json
Recording #326,https://go.screenpal.com/watch/c0XtDAVmf2L,https://screenpal.com/content/video/download/c0XtDAVmf2L,Recording__326_transcribed.json
Recording #327,https://go.screenpal.com/watch/c0XtD7VmfFY,https://screenpal.com/content/video/download/c0XtD7VmfFY,Recording__327_transcribed.json
Recording #328,https://go.screenpal.com/watch/c0XuIfVmiux,https://screenpal.com/content/video/download/c0XuIfVmiux,Recording__328_transcribed.json
Recording #329,https://go.screenpal.com/watch/c0XUIjVmXwF,https://screenpal.com/content/video/download/c0XUIjVmXwF,Recording__329_transcribed.json
Recording #33,https://go.screenpal.com/watch/cTiDcRnl7Kd,https://screenpal.com/content/video/download/cTiDcRnl7Kd,
Recording #33,https://go.screenpal.com/watch/cZnu3FVKtm0,https://screenpal.com/content/video/download/cZnu3FVKtm0,
Recording #33,https://go.screenpal.com/watch/c0XVrBVELCb,https://screenpal.com/content/video/download/c0XVrBVELCb,
Recording #330,https://go.screenpal.com/watch/c0Xv2YVmoE7,https://screenpal.com/content/video/download/c0Xv2YVmoE7,Recording__330_transcribed.json
Recording #331,https://go.screenpal.com/watch/c0Xv2yVmoHC,https://screenpal.com/content/video/download/c0Xv2yVmoHC,
Recording #332,https://go.screenpal.com/watch/c0Xv2KVmo7w,https://screenpal.com/content/video/download/c0Xv2KVmo7w,Recording__33 (2)_transcribed.json
Recording #334,https://go.screenpal.com/watch/c0lVDMVmq9Z,https://screenpal.com/content/video/download/c0lVDMVmq9Z,
Recording #335,https://go.screenpal.com/watch/c0lVbfVmqSa,https://screenpal.com/content/video/download/c0lVbfVmqSa,Recording__335_transcribed.json
Recording #336,https://go.screenpal.com/watch/c0leXDVm3HV,https://screenpal.com/content/video/download/c0leXDVm3HV,Recording__336_transcribed.json
Recording #337,https://go.screenpal.com/watch/c0leXkVm3HE,https://screenpal.com/content/video/download/c0leXkVm3HE,Recording__337_transcribed.json
Recording #338,https://go.screenpal.com/watch/c0lfobVmOoh,https://screenpal.com/content/video/download/c0lfobVmOoh,Recording__338_transcribed.json
Recording #339,https://go.screenpal.com/watch/c0lfbbVmOC9,https://screenpal.com/content/video/download/c0lfbbVmOC9,Recording__339_transcribed.json
Recording #34,https://go.screenpal.com/watch/cTiDVfnl77q,https://screenpal.com/content/video/download/cTiDVfnl77q,
Recording #34,https://go.screenpal.com/watch/cZe3rdV7C2O,https://screenpal.com/content/video/download/cZe3rdV7C2O,
Recording #34,https://go.screenpal.com/watch/c0XnlZVE8ye,https://screenpal.com/content/video/download/c0XnlZVE8ye,
Recording #341,https://go.screenpal.com/watch/c0lfYdVmtO8,https://screenpal.com/content/video/download/c0lfYdVmtO8,
Recording #342,https://go.screenpal.com/watch/c0lhc1VmtSH,https://screenpal.com/content/video/download/c0lhc1VmtSH,Recording__34 (2)_transcribed.json
Recording #343,https://go.screenpal.com/watch/c0li2pVmBMI,https://screenpal.com/content/video/download/c0li2pVmBMI,Recording__343_transcribed.json
Recording #344,https://go.screenpal.com/watch/c0ljXuVmpHj,https://screenpal.com/content/video/download/c0ljXuVmpHj,Recording__344_transcribed.json
Recording #346,https://go.screenpal.com/watch/c0ljqrVm5cX,https://screenpal.com/content/video/download/c0ljqrVm5cX,Recording__346_transcribed.json
Recording #347,https://go.screenpal.com/watch/c0lQolVmEYf,https://screenpal.com/content/video/download/c0lQolVmEYf,Recording__347_transcribed.json
Recording #348,https://go.screenpal.com/watch/c0lXnEVmmuh,https://screenpal.com/content/video/download/c0lXnEVmmuh,Recording__348_transcribed.json
Recording #349,https://go.screenpal.com/watch/c0lXetVmm4Z,https://screenpal.com/content/video/download/c0lXetVmm4Z,Recording__349_transcribed.json
Recording #35,https://go.screenpal.com/watch/cTirDUnIhv1,https://screenpal.com/content/video/download/cTirDUnIhv1,Recording__35_transcribed.json
Recording #35,https://go.screenpal.com/watch/cZhjVRVM8YO,https://screenpal.com/content/video/download/cZhjVRVM8YO,Recording__35_transcribed.json
Recording #35,https://go.screenpal.com/watch/cZffhBVs2EK,https://screenpal.com/content/video/download/cZffhBVs2EK,Recording__35_transcribed.json
Recording #35,https://go.screenpal.com/watch/c3jbVNVTiEM,https://screenpal.com/content/video/download/c3jbVNVTiEM,Recording__35_transcribed.json
Recording #350,https://go.screenpal.com/watch/c0lXowVmJBs,https://screenpal.com/content/video/download/c0lXowVmJBs,Recording__350_transcribed.json
Recording #351,https://go.screenpal.com/watch/c0lXFIVmd6Q,https://screenpal.com/content/video/download/c0lXFIVmd6Q,Recording__35 (1)_transcribed.json
Recording #352,https://go.screenpal.com/watch/c0ll32VmMSg,https://screenpal.com/content/video/download/c0ll32VmMSg,
Recording #354,https://go.screenpal.com/watch/c0lIDJVm87O,https://screenpal.com/content/video/download/c0lIDJVm87O,Recording__354_transcribed.json
Recording #355,https://go.screenpal.com/watch/c0lo37VHnHr,https://screenpal.com/content/video/download/c0lo37VHnHr,Recording__355_transcribed.json
Recording #356,https://go.screenpal.com/watch/c0lo0gVHn7n,https://screenpal.com/content/video/download/c0lo0gVHn7n,Recording__356_transcribed.json
Recording #357,https://go.screenpal.com/watch/c0lFFNVHiAQ,https://screenpal.com/content/video/download/c0lFFNVHiAQ,Recording__357_transcribed.json
Recording #358,https://go.screenpal.com/watch/c0lFqQVHig2,https://screenpal.com/content/video/download/c0lFqQVHig2,Recording__358_transcribed.json
Recording #359,https://go.screenpal.com/watch/c0lFYzVHish,https://screenpal.com/content/video/download/c0lFYzVHish,Recording__359_transcribed.json
Recording #36,https://go.screenpal.com/watch/cTjfI7nIG0S,https://screenpal.com/content/video/download/cTjfI7nIG0S,Recording__36_transcribed.json
Recording #36,https://go.screenpal.com/watch/cZ1h2PVNqc4,https://screenpal.com/content/video/download/cZ1h2PVNqc4,Recording__36_transcribed.json
Recording #36,https://go.screenpal.com/watch/cZflr4VsCy3,https://screenpal.com/content/video/download/cZflr4VsCy3,Recording__36_transcribed.json
Recording #360,https://go.screenpal.com/watch/c0lqc3VHjoH,https://screenpal.com/content/video/download/c0lqc3VHjoH,Recording__360_transcribed.json
Recording #361,https://go.screenpal.com/watch/c0lqDZVH6kp,https://screenpal.com/content/video/download/c0lqDZVH6kp,
Recording #362,https://go.screenpal.com/watch/c0lqDmVH6GO,https://screenpal.com/content/video/download/c0lqDmVH6GO,
Recording #363,https://go.screenpal.com/watch/c0lYb9VH2oE,https://screenpal.com/content/video/download/c0lYb9VH2oE,Recording__363_transcribed.json
Recording #364,https://go.screenpal.com/watch/c0lYFNVH20l,https://screenpal.com/content/video/download/c0lYFNVH20l,Recording__364_transcribed.json
Recording #365,https://go.screenpal.com/watch/c0lYqnVH2Zl,https://screenpal.com/content/video/download/c0lYqnVH2Zl,Recording__365_transcribed.json
Recording #366,https://go.screenpal.com/watch/c0lYqjVH2ZM,https://screenpal.com/content/video/download/c0lYqjVH2ZM,Recording__366_transcribed.json
